article,head,head_type,type,tail,tail_type
articulo_82.txt,Régimen de trabajo a turnos,concept,facet of,turnos,concept
articulo_82.txt,cuantía salarial,concept,subclass of,remuneración,concept
articulo_82.txt,Sistema de trabajo y rendimiento,concept,facet of,rendimiento,concept
articulo_82.txt,Funciones,concept,part of,movilidad funcional,concept
articulo_82.txt,acción protectora,concept,part of,Seguridad Social,concept
articulo_82.txt,ingresos ordinarios,concept,opposite of,ventas,concept
articulo_82.txt,ventas,concept,opposite of,ingresos ordinarios,concept
articulo_82.txt,causas técnicas,concept,opposite of,causas productivas,concept
articulo_82.txt,causas productivas,concept,opposite of,causas técnicas,concept
articulo_82.txt,interlocutores,concept,part of,procedimiento de consultas,concept
articulo_82.txt,discriminaciones por razones de género,concept,facet of,plan de igualdad,concept
articulo_82.txt,arbitraje vinculante,concept,subclass of,laudo arbitral,concept
articulo_82.txt,comunidades autónomas,concept,subclass of,comunidad autónoma,concept
articulo_82.txt,depósito,concept,facet of,condiciones de trabajo,concept
articulo_82.txt,derechos,concept,part of,convenio colectivo,concept
articulo_18.txt,Inviolabilidad de la persona,concept,facet of,trabajador,concept
articulo_18.txt,horas de trabajo,concept,part of,centro de trabajo,concept
articulo_79.txt,Convocatoria.,concept,instance of,Convocatoria,concept
articulo_79.txt,orden del día,concept,subclass of,convocantes,concept
articulo_59.txt,Prescripción y caducidad,concept,opposite of,caducidad,concept
articulo_59.txt,caducidad,concept,opposite of,Prescripción y caducidad,concept
articulo_59.txt,contrato de trabajo,concept,has quality,plazo especial,concept
articulo_59.txt,contrato,concept,has quality,terminado,concept
articulo_59.txt,duración convenido,concept,instance of,disposición legal,concept
articulo_59.txt,prestación de servicios continuados,concept,opposite of,continuidad,concept
articulo_59.txt,continuidad,concept,opposite of,prestación de servicios continuados,concept
articulo_59.txt,obligaciones,concept,part of,contrato,concept
articulo_59.txt,contratos temporales,concept,subclass of,acción contra el despido,concept
articulo_59.txt,"mediación, arbitraje y conciliación",concept,subclass of,conciliación,concept
articulo_59.txt,movilidad geográfica,concept,subclass of,movilidad,concept
articulo_59.txt,Sección 2.a Prescripción de las infracciones y faltas,concept,subclass of,infracción,concept
articulo_75.txt,Votación para delegados y comités de empresa,concept,facet of,delegados y comités de empresa,concept
articulo_75.txt,voto por correo,concept,subclass of,votación,concept
articulo_75.txt,votación,concept,part of,proceso electoral,concept
articulo_75.txt,papeletas,concept,part of,urna,concept
articulo_75.txt,recuento de votos,concept,part of,votación,concept
articulo_75.txt,centro,concept,subclass of,mesas electorales,concept
articulo_75.txt,interventores,concept,opposite of,representantes electos,concept
articulo_75.txt,representantes electos,concept,opposite of,interventores,concept
articulo_75.txt,tablones de anuncios,concept,subclass of,anuncio,concept
articulo_75.txt,presidente de la mesa,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,7,concept,follows,6,concept
articulo_75.txt,mesa electoral,concept,facet of,cómputo electoral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,presidente de la mesa electoral,concept,part of,oficina pública dependiente de la autoridad laboral,concept
articulo_75.txt,orden jurisdiccional social,concept,subclass of,registro,concept
articulo_29.txt,Liquidación y pago,concept,subclass of,pago,concept
articulo_29.txt,salario,concept,subclass of,retribuciones,concept
articulo_29.txt,anticipo,concept,subclass of,pago,concept
articulo_29.txt,convenio colectivo,concept,participant,empresa,concept
articulo_29.txt,fijos-discontinuos,concept,subclass of,salario,concept
articulo_29.txt,comisión,concept,subclass of,salario,concept
articulo_29.txt,representantes legales,concept,part of,trabajador,concept
articulo_29.txt,mora,concept,subclass of,interés,concept
articulo_29.txt,cheque,concept,instance of,modalidad de pago,concept
articulo_50.txt,Extinción por voluntad,concept,subclass of,voluntad,concept
articulo_50.txt,extinción del contrato,concept,facet of,contrato,concept
articulo_50.txt,artículo 41,concept,main subject,condiciones de trabajo,concept
articulo_50.txt,falta de pago,concept,opposite of,salario,concept
articulo_50.txt,salario,concept,opposite of,falta de pago,concept
articulo_50.txt,41,concept,follows,40,concept
articulo_50.txt,despido improcedente,concept,subclass of,indemnizaciones,concept
articulo_68.txt,Garantías,concept,manufacturer,Garantías,org
articulo_68.txt,representantes legales,concept,part of,convenios colectivos,concept
articulo_68.txt,muy graves,concept,subclass of,faltas graves,concept
articulo_68.txt,extinción,concept,has cause,extinción,concept
articulo_68.txt,sancionado,concept,subclass of,sanción,concept
articulo_68.txt,comité,concept,part of,empresa,concept
articulo_68.txt,delegado de personal,concept,subclass of,representación,concept
articulo_68.txt,horas,concept,part of,hora,concept
articulo_68.txt,horas,concept,part of,hora,concept
articulo_68.txt,horas,concept,part of,quinientos,concept
articulo_68.txt,horas,concept,part of,quinientos,concept
articulo_68.txt,cincuenta,concept,part of,horas,concept
articulo_68.txt,uno,concept,follows,cincuenta,concept
articulo_68.txt,delegados de personal,concept,part of,comité de empresa,concept
articulo_68.txt,Sección 2.a Procedimiento electoral,concept,part of,Procedimiento electoral,concept
articulo_35.txt,Horas extraordinarias,concept,instance of,Horas extraordinarias,concept
articulo_35.txt,descanso,concept,subclass of,descanso,concept
articulo_35.txt,jornada en cómputo,concept,opposite of,jornada general,concept
articulo_35.txt,jornada general,concept,opposite of,jornada en cómputo,concept
articulo_35.txt,horas extraordinarias,concept,subclass of,descanso,concept
articulo_35.txt,horas extraordinarias,concept,subclass of,horas,concept
articulo_35.txt,horas extraordinarias autorizadas,concept,subclass of,horas extraordinarias,concept
articulo_35.txt,contrato individual de trabajo,concept,subclass of,convenio colectivo,concept
articulo_35.txt,horas extraordinarias,concept,subclass of,cómputo de horas,concept
articulo_21.txt,Pacto de no concurrencia y de permanencia en la empresa,concept,instance of,empresa,concept
articulo_21.txt,dedicación,concept,subclass of,prestación laboral,concept
articulo_21.txt,contrato de trabajo,concept,subclass of,contrato,concept
articulo_21.txt,interés industrial,concept,opposite of,comercial,concept
articulo_21.txt,comercial,concept,opposite of,interés industrial,concept
articulo_21.txt,compensación económica,concept,facet of,trabajador,concept
articulo_21.txt,plena dedicación,concept,opposite of,plena dedicación,concept
articulo_21.txt,plena dedicación,concept,opposite of,plena dedicación,concept
articulo_21.txt,daños y perjuicios,concept,subclass of,indemnización,concept
articulo_21.txt,Sección 3.a Clasificación profesional y promoción en el trabajo,concept,part of,Clasificación profesional y promoción en el trabajo,concept
articulo_60.txt,Prescripción,concept,used by,Prescripción,concept
articulo_60.txt,Infracciones y Sanciones en el Orden Social,concept,subclass of,infracciones,concept
articulo_60.txt,graves,concept,opposite of,muy graves,concept
articulo_60.txt,muy graves,concept,opposite of,graves,concept
articulo_60.txt,TÍTULO II,media,follows,TÍTULO I,media
articulo_60.txt,reunión de los trabajadores en la empresa,concept,subclass of,representación colectiva,concept
articulo_60.txt,CAPÍTULO I,media,follows,CAPÍTULO I,media
articulo_60.txt,representación colectiva,concept,subclass of,derecho,concept
articulo_91.txt,Aplicación e interpretación del convenio colectivo,concept,facet of,convenio colectivo,concept
articulo_91.txt,jurisdicción social,concept,subclass of,competencias legalmente atribuidas,concept
articulo_91.txt,88,concept,follows,87,concept
articulo_91.txt,89,concept,follows,88,concept
articulo_91.txt,laudo arbitral,concept,subclass of,actuación arbitral,concept
articulo_91.txt,convenio,concept,part of,conflicto colectivo,concept
articulo_91.txt,convenios colectivos,concept,subclass of,ley,concept
articulo_91.txt,solución de conflictos,concept,subclass of,controversia,concept
articulo_91.txt,Adhesión,concept,opposite of,extensión,concept
articulo_91.txt,extensión,concept,opposite of,Adhesión,concept
articulo_24.txt,Ascensos,concept,subclass of,Ascenso,concept
articulo_24.txt,acuerdo colectivo,concept,part of,sistema de clasificación profesional,concept
articulo_24.txt,antigüedad,concept,subclass of,méritos,concept
articulo_24.txt,mujeres,concept,opposite of,hombres,concept
articulo_24.txt,hombres,concept,opposite of,mujeres,concept
articulo_41.txt,Modificaciones sustanciales de condiciones de trabajo,concept,facet of,condiciones de trabajo,concept
articulo_41.txt,competitividad,concept,facet of,productividad,concept
articulo_41.txt,modificaciones sustanciales de las condiciones de trabajo,concept,facet of,condiciones de trabajo,concept
articulo_41.txt,Jornada de trabajo,concept,subclass of,Jornada,concept
articulo_41.txt,tiempo de trabajo,concept,part of,Horario,concept
articulo_41.txt,Régimen de trabajo a turnos,concept,facet of,turnos,concept
articulo_41.txt,cuantía salarial,concept,subclass of,remuneración,concept
articulo_41.txt,Sistema de trabajo y rendimiento,concept,facet of,rendimiento,concept
articulo_41.txt,Funciones,concept,part of,movilidad funcional,concept
articulo_41.txt,acuerdos,concept,part of,contrato de trabajo,concept
articulo_41.txt,colectivo,concept,subclass of,modificación,concept
articulo_41.txt,trabajadores,concept,part of,empresas,concept
articulo_41.txt,trabajadores,concept,part of,empresa,concept
articulo_41.txt,Treinta trabajadores,concept,subclass of,trabajadores,concept
articulo_41.txt,modificaciones colectivas,concept,subclass of,modificación,concept
articulo_41.txt,empresario,concept,field of this occupation,trabajador,concept
articulo_41.txt,c,concept,instance of,letra,concept
articulo_41.txt,d,concept,instance of,letra,concept
articulo_41.txt,f,concept,instance of,letra,concept
articulo_41.txt,injustificada,concept,opposite of,justificada,concept
articulo_41.txt,fraude de ley,concept,subclass of,fraude,concept
articulo_41.txt,negociación colectiva,concept,facet of,condiciones de trabajo,concept
articulo_41.txt,delegados de personal,concept,part of,secciones sindicales,concept
articulo_41.txt,interlocutores,concept,subclass of,intervención,concept
articulo_41.txt,delegados de personal,concept,part of,comité de empresa,concept
articulo_41.txt,empresario,concept,field of this occupation,organizaciones empresariales,concept
articulo_41.txt,interlocutores,concept,subclass of,procedimiento,concept
articulo_41.txt,comité intercentros,concept,subclass of,convenio colectivo,concept
articulo_41.txt,comisión representativa,concept,instance of,reglas,concept
articulo_41.txt,representantes legales,concept,part of,centros de trabajo,concept
articulo_41.txt,representantes legales,concept,subclass of,representantes legales,concept
articulo_41.txt,representantes legales de los trabajadores,concept,subclass of,representantes legales de los trabajadores,concept
articulo_41.txt,representantes legales,concept,part of,centros de trabajo,concept
articulo_41.txt,trece,concept,instance of,número inicial de representantes,concept
articulo_41.txt,trece,concept,instance of,número inicial de representantes,concept
articulo_41.txt,dirección,concept,part of,empresa,concept
articulo_41.txt,periodo de consultas,concept,follows,periodo de consultas,concept
articulo_41.txt,representantes legales,concept,part of,comisión representativa de los trabajadores,concept
articulo_41.txt,arbitraje,concept,subclass of,mediación,concept
articulo_41.txt,fraude,concept,subclass of,abuso de derecho,concept
articulo_41.txt,modificación colectiva de las condiciones de trabajo,concept,has cause,consultas sin acuerdo,concept
articulo_41.txt,conflicto colectivo,concept,subclass of,conflicto,concept
articulo_41.txt,convenios colectivos,concept,subclass of,condiciones de trabajo,concept
articulo_41.txt,traslados,concept,subclass of,normas específicas,concept
articulo_41.txt,Sección 2.a Garantías por cambio de empresario,concept,part of,Garantías por cambio de empresario,concept
articulo_17.txt,No discriminación en las relaciones laborales,concept,facet of,relaciones laborales,concept
articulo_17.txt,discriminación directa o indirecta desfavorables por razón de edad o discapacidad,concept,subclass of,"discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico",concept
articulo_17.txt,"discriminación directa o indirecta por razón de sexo, origen, incluido el racial o étnico",concept,subclass of,discriminación directa o indirecta desfavorables por razón de edad o discapacidad,concept
articulo_17.txt,igualdad de trato,concept,opposite of,no discriminación,concept
articulo_17.txt,no discriminación,concept,opposite of,igualdad de trato,concept
articulo_17.txt,contratado libremente,concept,instance of,ley,concept
articulo_17.txt,reserva,concept,subclass of,empleo,concept
articulo_17.txt,duración,concept,subclass of,empleo,concept
articulo_17.txt,preferencia,concept,subclass of,empleo,concept
articulo_17.txt,asociaciones empresariales,concept,subclass of,organizaciones sindicales,concept
articulo_17.txt,contratos por tiempo indefinido,concept,subclass of,contratos temporales,concept
articulo_17.txt,mujeres,concept,instance of,profesiones,concept
articulo_17.txt,clasificación profesional,concept,part of,negociación colectiva,concept
articulo_17.txt,mujeres,concept,opposite of,hombres,concept
articulo_17.txt,hombres,concept,opposite of,mujeres,concept
articulo_20.txt,Dirección y control de la actividad laboral,concept,facet of,actividad laboral,concept
articulo_20.txt,empresario,concept,field of this occupation,trabajo convenido,concept
articulo_20.txt,contrato,concept,subclass of,contrato,concept
articulo_20.txt,deberes laborales,concept,subclass of,obligaciones,concept
articulo_20.txt,médico,concept,field of this occupation,salud,concept
articulo_20.txt,intimidad,concept,part of,Derechos de los trabajadores,concept
articulo_20.txt,intimidad,concept,instance of,derechos digitales,concept
articulo_20.txt,intimidad,concept,instance of,derechos digitales,concept
articulo_84.txt,Concurrencia,concept,has cause,Concurrencia,concept
articulo_84.txt,convenios de ámbito distinto,concept,subclass of,convenio colectivo,concept
articulo_84.txt,convenios colectivos,concept,subclass of,convenio de empresa,concept
articulo_84.txt,salario base,concept,subclass of,salario,concept
articulo_84.txt,horas extraordinarias,concept,subclass of,retribución,concept
articulo_84.txt,vacaciones,concept,has quality,horario,concept
articulo_84.txt,trabajadores,concept,part of,empresa,concept
articulo_84.txt,convenios de empresa,concept,part of,contratación,concept
articulo_84.txt,"conciliación entre la vida laboral, familiar y personal",concept,subclass of,"conciliación entre la vida laboral, familiar y personal",concept
articulo_84.txt,convenios colectivos,concept,subclass of,acuerdos,concept
articulo_84.txt,empresas vinculadas,concept,subclass of,convenios colectivos,concept
articulo_84.txt,83.2,concept,instance of,artículo,concept
articulo_84.txt,88,concept,follows,87,concept
articulo_84.txt,prevención de riesgos laborales,concept,subclass of,régimen disciplinario,concept
articulo_48.txt,Suspensión con reserva de puesto de trabajo,concept,subclass of,Suspensión,concept
articulo_48.txt,reincorporación,concept,facet of,puesto de trabajo,concept
articulo_48.txt,absoluta,concept,subclass of,incapacidad permanente,concept
articulo_48.txt,absoluta,concept,subclass of,incapacidad permanente,concept
articulo_48.txt,absoluta,concept,subclass of,incapacidad permanente,concept
articulo_48.txt,gran invalidez,concept,subclass of,incapacidad permanente,concept
articulo_48.txt,gran invalidez,concept,subclass of,incapacidad permanente,concept
articulo_48.txt,gran invalidez,concept,subclass of,incapacidad permanente,concept
articulo_48.txt,reincorporarse,concept,has cause,reincorporarse,concept
articulo_48.txt,parto,concept,has cause,parto,concept
articulo_48.txt,parto,concept,has cause,contrato de trabajo,concept
articulo_48.txt,parto prematuro,concept,subclass of,parto,concept
articulo_48.txt,parto prematuro con falta de peso,concept,subclass of,parto,concept
articulo_48.txt,reincorporación al puesto de trabajo,concept,subclass of,descanso obligatorio,concept
articulo_48.txt,hijo,concept,opposite of,hija,concept
articulo_48.txt,hija,concept,opposite of,hijo,concept
articulo_48.txt,trabajadora,concept,opposite of,progenitor,concept
articulo_48.txt,progenitor,concept,opposite of,trabajadora,concept
articulo_48.txt,jornada parcial,concept,opposite of,jornada completa,concept
articulo_48.txt,convenios colectivos,concept,participant,empresa,concept
articulo_48.txt,adopción,concept,different from,guarda con fines de adopción,concept
articulo_48.txt,guarda con fines de adopción,concept,different from,adopción,concept
articulo_48.txt,jornada completa,concept,opposite of,tiempo parcial,concept
articulo_48.txt,tiempo parcial,concept,opposite of,jornada completa,concept
articulo_48.txt,adopción internacional,concept,subclass of,adoptado,concept
articulo_48.txt,acogedor,concept,subclass of,guardador,concept
articulo_48.txt,convenios colectivos,concept,participant,empresa,concept
articulo_48.txt,guarda con fines de adopción o de acogimiento,concept,different from,guarda con fines de adopción o de acogimiento múltiple,concept
articulo_48.txt,guarda con fines de adopción o de acogimiento múltiple,concept,different from,guarda con fines de adopción o de acogimiento,concept
articulo_48.txt,riesgo durante el embarazo,concept,different from,riesgo durante la lactancia natural,concept
articulo_48.txt,riesgo durante la lactancia natural,concept,different from,riesgo durante el embarazo,concept
articulo_48.txt,tutela judicial,concept,subclass of,derecho de protección,concept
articulo_48.txt,suspensión del contrato,concept,facet of,contrato,concept
articulo_48.txt,Sección 4.a Extinción del contrato,concept,part of,Extinción del contrato,concept
articulo_33.txt,Fondo de Garantía Salarial,media,instance of,Garantía Salarial,concept
articulo_33.txt,Fondo de Garantía Salarial,media,part of,Ministerio de Empleo y Seguridad Social,org
articulo_33.txt,pagas extraordinarias,concept,subclass of,salario,concept
articulo_33.txt,Fondo de Garantía Salarial,media,main regulatory text,"Ley 22/2003, de 9 de julio, Concursal",concept
articulo_33.txt,extinción,concept,subclass of,contrato,concept
articulo_33.txt,Fondo de Garantía Salarial,media,instance of,Fondo,concept
articulo_33.txt,créditos,concept,different from,deudas de la masa,concept
articulo_33.txt,deudas de la masa,concept,different from,créditos,concept
articulo_33.txt,pagas extraordinarias,concept,part of,salario mínimo interprofesional,concept
articulo_33.txt,indemnización,concept,part of,Fondo,concept
articulo_33.txt,instrucción de expediente,concept,facet of,Fondo,concept
articulo_33.txt,Fondo de Garantía Salarial,media,instance of,ley,concept
articulo_33.txt,Fondo de Garantía Salarial,media,instance of,ley,concept
articulo_33.txt,Seguridad Social,concept,facet of,desempleo,concept
articulo_33.txt,Ley 36/2011,media,main subject,Reguladora de la Jurisdicción Social,concept
articulo_33.txt,indemnizaciones,concept,subclass of,salario,concept
articulo_33.txt,acciones ejecutivas,concept,part of,procedimiento concursal,concept
articulo_33.txt,Fondo de Garantía Salarial,media,instance of,arbitrales,concept
articulo_33.txt,Fondo de Garantía Salarial,media,country,España,loc
articulo_33.txt,Estado miembro distinto,concept,country,España,loc
articulo_33.txt,empresario,concept,field of this occupation,empresa,concept
articulo_33.txt,Fondo de Garantía Salarial,media,instance of,institución de garantía,concept
articulo_33.txt,Fondo de Garantía Salarial,media,country,España,loc
articulo_33.txt,Fondo de Garantía Salarial,media,country,España,loc
articulo_33.txt,Fondo de Garantía Salarial,media,instance of,institución de garantía,concept
articulo_33.txt,Tiempo de trabajo,concept,part of,Sección 5.a,media
articulo_55.txt,Forma y efectos del despido disciplinario,concept,facet of,despido disciplinario,concept
articulo_55.txt,notificado por escrito,concept,facet of,despido,concept
articulo_55.txt,despido,concept,part of,convenio colectivo,concept
articulo_55.txt,representante legal de los trabajadores,concept,subclass of,delegado sindical,concept
articulo_55.txt,sección sindical,concept,part of,sindicato,concept
articulo_55.txt,salarios,concept,part of,Seguridad Social,concept
articulo_55.txt,procedente,concept,opposite of,improcedente,concept
articulo_55.txt,improcedente,concept,opposite of,procedente,concept
articulo_55.txt,escrito de comunicación,concept,subclass of,comunicación,concept
articulo_55.txt,libertades públicas,concept,subclass of,derechos fundamentales,concept
articulo_55.txt,despido,concept,subclass of,despido,concept
articulo_55.txt,parto,concept,has cause,lactancia natural,concept
articulo_55.txt,trabajadoras embarazadas,concept,subclass of,trabajadoras,concept
articulo_55.txt,"contrato por nacimiento, adopción, guarda con fines de adopción o acogimiento",concept,follows,"contrato por nacimiento, adopción, adopción o guarda con fines de adopción o el acogimiento",concept
articulo_55.txt,excedencia,concept,part of,derecho a los permisos y excedencia,concept
articulo_55.txt,readmisión,concept,subclass of,despido,concept
articulo_55.txt,contrato de trabajo,concept,has quality,indemnización,concept
articulo_44.txt,sucesión,concept,subclass of,empresa,concept
articulo_44.txt,unidad productiva autónoma,concept,subclass of,empresa,concept
articulo_44.txt,empresa,concept,subclass of,entidad económica,concept
articulo_44.txt,Seguridad Social,concept,subclass of,obligaciones laborales,concept
articulo_44.txt,transmisión,concept,subclass of,delito,concept
articulo_44.txt,centro de trabajo,concept,subclass of,unidad productiva autónoma,concept
articulo_44.txt,convenio colectivo,concept,main subject,entidad económica,concept
articulo_44.txt,empresario,concept,field of this occupation,empresa,concept
articulo_44.txt,cedente,concept,opposite of,cesionario,concept
articulo_44.txt,cesionario,concept,opposite of,cedente,concept
articulo_44.txt,transmisión,concept,has quality,Fecha,concept
articulo_44.txt,Motivos de la transmisión,concept,facet of,transmisión,concept
articulo_44.txt,económicas,concept,subclass of,Consecuencias jurídicas,concept
articulo_44.txt,d) Medidas previstas respecto de los trabajadores,concept,subclass of,Medidas previstas respecto de los trabajadores,concept
articulo_44.txt,cedente,concept,opposite of,cesionario,concept
articulo_44.txt,cesionario,concept,opposite of,cedente,concept
articulo_44.txt,de trabajo,concept,part of,empleo,concept
articulo_44.txt,fusión,concept,different from,escisión,concept
articulo_44.txt,escisión,concept,different from,fusión,concept
articulo_44.txt,41,concept,follows,40,concept
articulo_44.txt,cedente,concept,opposite of,cesionario,concept
articulo_44.txt,cesionario,concept,opposite of,cedente,concept
articulo_44.txt,Sección 3.a Suspensión del contrato,concept,part of,contrato,concept
articulo_64.txt,Derechos de información y consulta,concept,subclass of,competencias,concept
articulo_64.txt,empresario,concept,field of this occupation,empresa,concept
articulo_64.txt,informe previo,concept,subclass of,consulta,concept
articulo_64.txt,empresario,concept,field of this occupation,empresa,concept
articulo_64.txt,trimestralmente,concept,subclass of,trimestre,concept
articulo_64.txt,sector económico,concept,facet of,empresa,concept
articulo_64.txt,ventas,concept,part of,producción,concept
articulo_64.txt,contratos a tiempo parcial,concept,subclass of,contratos,concept
articulo_64.txt,absentismo,concept,subclass of,accidentes de trabajo,concept
articulo_64.txt,igualdad entre mujeres y hombres,concept,subclass of,igualdad de trato y de oportunidades entre mujeres y hombres,concept
articulo_64.txt,comité de empresa,concept,subclass of,periodicidad,concept
articulo_64.txt,acciones,concept,part of,sociedad,concept
articulo_64.txt,participaciones,concept,part of,sociedad,concept
articulo_64.txt,contrato de trabajo,concept,part of,relación laboral,concept
articulo_64.txt,faltas,concept,subclass of,sanciones,concept
articulo_64.txt,prórrogas,concept,subclass of,contratos,concept
articulo_64.txt,centro de trabajo,concept,part of,empresa,concept
articulo_64.txt,contratos de trabajo,concept,part of,organización del trabajo,concept
articulo_64.txt,informe,concept,subclass of,informe,concept
articulo_64.txt,totales,concept,opposite of,parciales,concept
articulo_64.txt,parciales,concept,opposite of,totales,concept
articulo_64.txt,reducciones de jornada,concept,subclass of,jornada,concept
articulo_64.txt,traslado total o parcial de las instalaciones,concept,facet of,instalaciones,concept
articulo_64.txt,fusión,concept,subclass of,empresa,concept
articulo_64.txt,formación profesional,concept,subclass of,formación,concept
articulo_64.txt,control del trabajo,concept,subclass of,sistemas de organización,concept
articulo_64.txt,comité de empresa,concept,participant,empresario,concept
articulo_64.txt,empresario,concept,field of this occupation,empresa,concept
articulo_64.txt,comité de empresa,concept,field of work,informes,concept
articulo_64.txt,competencias,concept,subclass of,competencias,concept
articulo_64.txt,Ejercer,concept,subclass of,labor,concept
articulo_64.txt,empresario,concept,field of this occupation,empleo,concept
articulo_64.txt,seguridad,concept,facet of,salud,concept
articulo_64.txt,igualdad de trato,concept,subclass of,oportunidades,concept
articulo_64.txt,convenio colectivo,concept,participant,empresa,concept
articulo_64.txt,sostenibilidad ambiental,concept,facet of,empresa,concept
articulo_64.txt,medidas de conciliación,concept,facet of,conciliación,concept
articulo_64.txt,relaciones laborales,concept,participant,representados,concept
articulo_64.txt,ley,concept,subclass of,normas legales,concept
articulo_64.txt,consulta,concept,subclass of,derechos de información,concept
articulo_62.txt,Delegados de personal,concept,subclass of,Delegados,concept
articulo_62.txt,centro de trabajo,concept,part of,empresa,concept
articulo_62.txt,delegados de personal,concept,subclass of,sufragio,concept
articulo_62.txt,comités de empresa,concept,participant,empresario,concept
articulo_62.txt,comités de empresa,concept,field of work,sigilo profesional,concept
articulo_11.txt,Contratos formativos,concept,subclass of,formativos,concept
articulo_11.txt,Formación Profesional,concept,subclass of,formación profesional,concept
articulo_11.txt,convenios colectivos sectoriales,concept,subclass of,convenio colectivo,concept
articulo_11.txt,convenios colectivos,concept,opposite of,convenios colectivos sectoriales,concept
articulo_11.txt,convenios colectivos sectoriales,concept,opposite of,convenios colectivos,concept
articulo_11.txt,riesgo durante el embarazo,concept,subclass of,violencia de género,concept
articulo_11.txt,certificado de profesionalidad,concept,instance of,titulación,concept
articulo_11.txt,certificado de profesionalidad,concept,instance of,titulación,concept
articulo_11.txt,grado,concept,subclass of,título superior,concept
articulo_11.txt,máster,concept,subclass of,título superior,concept
articulo_11.txt,doctorado,concept,subclass of,título superior,concept
articulo_11.txt,certificado de profesionalidad de nivel 1,concept,follows,título de grado medio,concept
articulo_11.txt,certificado de profesionalidad de nivel 3,concept,follows,certificado de profesionalidad de nivel 1,concept
articulo_11.txt,sesenta,concept,instance of,salario,concept
articulo_11.txt,setenta,concept,instance of,salario,concept
articulo_11.txt,cinco por ciento,concept,instance of,salario,concept
articulo_11.txt,prueba,concept,part of,contrato,concept
articulo_11.txt,formación profesional para el empleo,concept,subclass of,formación,concept
articulo_11.txt,aprendizaje,concept,part of,formación,concept
articulo_11.txt,contrato en prácticas,concept,subclass of,contrato,concept
articulo_11.txt,exclusión social,concept,subclass of,discapacidad,concept
articulo_11.txt,año,concept,subclass of,duración,concept
articulo_11.txt,meses,concept,measured physical quantity,duración,concept
articulo_11.txt,riesgo durante el embarazo,concept,subclass of,violencia de género,concept
articulo_11.txt,contrato para la formación y el aprendizaje,concept,subclass of,contrato,concept
articulo_11.txt,contrato,concept,subclass of,contrato,concept
articulo_11.txt,disposición adicional quinta,concept,part of,"Ley Orgánica 5/2002, de 19 de junio, de las Cualificaciones y de la Formación Profesional",concept
articulo_11.txt,trabajador,concept,field of this occupation,actividad laboral,concept
articulo_11.txt,formación complementaria,concept,subclass of,formación,concept
articulo_11.txt,financiación,concept,facet of,actividad formativa,concept
articulo_11.txt,certificado de profesionalidad,concept,subclass of,título de formación profesional,concept
articulo_11.txt,horas extraordinarias,concept,opposite of,trabajo a turnos,concept
articulo_11.txt,trabajo a turnos,concept,opposite of,horas extraordinarias,concept
articulo_11.txt,aprendizaje,concept,part of,formación,concept
articulo_11.txt,salario mínimo interprofesional,concept,subclass of,retribución,concept
articulo_11.txt,desempleo,concept,part of,Seguridad Social,concept
articulo_11.txt,contrato,concept,part of,empresa,concept
articulo_11.txt,contratos formativos,concept,part of,negociación colectiva,concept
articulo_46.txt,Excedencias,concept,has quality,Excedencias.,concept
articulo_46.txt,voluntaria,concept,subclass of,excedencia,concept
articulo_46.txt,forzosa,concept,subclass of,excedencia,concept
articulo_46.txt,excedencia voluntaria,concept,subclass of,antigüedad,concept
articulo_46.txt,adopción,concept,subclass of,guarda,concept
articulo_46.txt,consanguinidad,concept,subclass of,enfermedad,concept
articulo_46.txt,hombres,concept,opposite of,mujeres,concept
articulo_46.txt,mujeres,concept,opposite of,hombres,concept
articulo_46.txt,excedencia,concept,subclass of,derecho,concept
articulo_46.txt,categoría equivalente,concept,subclass of,puesto de trabajo,concept
articulo_46.txt,categoría general,concept,different from,categoría especial,concept
articulo_46.txt,categoría especial,concept,different from,categoría general,concept
articulo_46.txt,excedencia en la empresa,concept,instance of,funciones sindicales,concept
articulo_46.txt,derecho preferente,concept,subclass of,derecho,concept
articulo_46.txt,excedencia,concept,part of,régimen,concept
articulo_51.txt,Despido colectivo,concept,subclass of,Despido,concept
